iter	Passed	Remaining
619	474	1056
620	475	1056
621	476	1055
622	476	1053
623	477	1052
624	477	1051
625	478	1050
626	479	1049
627	479	1048
628	480	1046
629	480	1045
630	481	1044
631	482	1043
632	482	1042
633	483	1041
634	483	1039
635	484	1038
636	484	1037
637	485	1036
638	485	1035
639	486	1033
640	487	1032
641	487	1031
642	488	1030
643	488	1029
644	489	1028
645	490	1029
646	491	1028
647	492	1027
648	493	1026
649	493	1025
650	494	1024
651	494	1023
652	495	1022
653	496	1021
654	496	1019
655	497	1018
656	497	1017
657	498	1016
658	499	1015
659	499	1014
660	500	1013
661	500	1012
662	501	1011
663	502	1010
664	502	1009
665	503	1008
666	504	1007
667	504	1006
668	505	1005
669	506	1005
670	507	1004
671	507	1003
672	508	1002
673	509	1001
674	509	1000
675	510	999
676	510	998
677	511	997
678	511	996
679	512	994
680	513	993
681	513	992
682	514	991
683	514	990
684	515	989
685	516	988
686	516	987
687	517	986
688	517	985
689	518	983
690	518	982
691	519	981
692	519	980
693	520	979
694	521	979
695	522	978
696	523	978
697	524	977
698	524	976
699	525	975
700	526	974
701	526	973
702	527	972
703	527	971
704	528	970
705	529	969
706	529	968
707	530	967
708	531	967
709	532	966
710	532	965
711	533	964
712	533	963
713	534	962
714	535	961
715	535	960
716	536	959
717	538	960
718	539	960
719	540	960
720	540	959
721	541	958
722	542	957
723	542	956
724	543	956
725	544	955
726	545	954
727	546	954
728	547	954
729	547	953
730	548	952
731	549	951
732	549	950
733	550	949
734	551	948
735	551	947
736	552	946
737	555	950
738	556	949
739	557	948
740	557	947
741	558	946
742	558	945
743	559	944
744	560	943
745	560	942
746	561	941
747	562	940
748	562	939
749	563	939
750	564	938
751	564	936
752	565	935
753	565	934
754	566	933
755	566	932
756	567	931
757	568	930
758	568	929
759	570	930
760	571	929
761	571	929
762	572	928
763	573	927
764	573	926
765	574	925
766	575	924
767	575	923
768	576	922
769	577	921
770	577	920
771	578	919
772	578	919
773	579	918
774	580	917
775	580	916
776	581	915
777	582	914
778	582	913
779	583	912
780	583	911
781	584	910
782	585	909
783	586	909
784	587	909
785	588	908
786	589	907
787	589	906
788	590	905
789	590	905
790	591	904
791	592	903
792	593	902
793	593	901
794	594	900
795	594	899
796	595	898
797	596	897
798	596	896
799	597	895
800	597	894
801	598	894
802	599	893
803	599	892
804	600	891
805	601	890
806	601	889
807	603	890
808	603	889
809	604	888
810	605	887
811	605	886
812	606	885
813	606	884
814	607	883
815	608	882
816	608	881
817	609	880
818	609	879
819	610	878
820	611	877
821	611	876
822	612	875
823	612	874
824	613	873
825	614	872
826	614	871
827	615	870
828	615	869
829	616	868
830	617	868
831	618	868
832	619	867
833	620	866
834	620	866
835	621	865
836	622	864
837	622	863
838	623	862
839	623	861
840	624	860
841	625	859
842	625	858
843	626	857
844	626	856
845	627	855
846	628	854
847	628	854
848	629	853
849	629	852
850	630	851
851	631	850
852	631	849
853	632	848
854	634	850
855	635	849
856	636	848
857	637	848
858	637	847
859	638	846
860	638	845
861	639	844
862	640	843
863	640	842
864	641	841
865	641	840
866	642	839
867	643	838
868	643	837
869	644	836
870	644	835
871	645	834
872	645	833
873	646	832
874	647	832
875	647	831
876	648	830
877	649	830
878	650	829
879	651	829
880	652	828
881	652	827
882	653	826
883	653	825
884	654	824
885	655	823
886	655	823
887	656	822
888	657	821
889	657	820
890	658	819
891	658	818
892	659	817
893	659	816
894	660	815
895	661	814
896	661	813
897	662	812
898	662	811
899	663	810
900	663	809
901	664	808
902	666	809
903	667	809
904	668	808
905	668	807
906	669	806
907	669	805
908	670	804
909	671	803
910	671	802
911	672	801
912	672	800
913	673	800
914	673	799
915	674	798
916	675	797
917	675	796
918	676	795
919	676	794
920	677	793
921	677	792
922	678	791
923	678	790
924	679	789
925	680	788
926	681	788
927	682	788
928	683	787
929	684	787
930	685	786
931	685	785
932	686	784
933	686	784
934	687	783
935	688	782
936	688	781
937	689	780
938	689	779
939	690	778
940	691	777
941	691	776
942	692	776
943	692	775
944	693	774
945	693	773
946	694	772
947	695	771
948	695	770
949	696	769
950	697	769
951	698	768
952	699	768
953	699	767
954	700	766
955	701	765
956	702	765
957	702	764
958	703	763
959	703	762
960	704	761
961	704	760
962	705	759
963	706	758
964	706	758
965	707	757
966	707	756
967	708	755
968	709	754
969	709	753
970	710	752
971	710	751
972	711	751
973	712	750
974	713	750
975	714	749
976	714	748
977	715	748
978	716	747
979	717	746
980	717	745
981	718	744
982	718	743
983	719	742
984	720	741
985	720	741
986	721	740
987	721	739
988	722	738
989	722	737
990	723	736
991	724	735
992	724	734
993	725	733
994	725	733
995	726	732
996	726	731
997	727	730
998	727	729
999	728	728
1000	729	728
1001	731	728
1002	732	727
1003	732	727
1004	733	726
1005	734	725
1006	735	724
1007	735	724
1008	736	723
1009	736	722
1010	737	721
1011	738	720
1012	738	719
1013	739	718
1014	739	718
1015	740	717
1016	741	716
1017	741	715
1018	742	714
1019	742	713
1020	743	712
1021	744	712
1022	745	711
1023	745	710
1024	747	710
1025	747	710
1026	748	709
1027	749	708
1028	751	708
1029	751	708
1030	752	707
1031	753	706
1032	754	705
1033	754	704
1034	755	704
1035	755	703
1036	756	702
1037	757	701
1038	757	700
1039	758	699
1040	759	699
1041	759	698
1042	762	699
1043	763	699
1044	764	698
1045	764	697
1046	765	696
1047	766	695
1048	766	694
1049	767	694
1050	767	693
1051	768	692
1052	768	691
1053	769	690
1054	770	689
1055	770	688
1056	771	688
1057	771	687
1058	772	686
1059	773	685
1060	773	684
1061	774	683
1062	774	682
1063	775	681
1064	775	681
1065	777	680
1066	778	680
1067	779	679
1068	779	679
1069	780	678
1070	780	677
1071	781	676
1072	782	675
1073	782	674
1074	783	673
1075	783	673
1076	784	672
1077	784	671
1078	785	670
1079	786	669
1080	786	668
1081	787	668
1082	787	667
1083	788	666
1084	788	665
1085	789	664
1086	790	663
1087	790	662
1088	791	661
1089	791	661
1090	793	660
1091	793	660
1092	794	659
1093	795	658
1094	795	657
1095	796	656
1096	797	656
1097	797	655
1098	798	654
1099	798	653
1100	799	652
1101	799	651
1102	800	650
1103	801	650
1104	801	649
1105	802	648
1106	802	647
1107	803	646
1108	804	645
1109	804	645
1110	805	644
1111	805	643
1112	806	642
1113	806	641
1114	807	640
1115	808	640
1116	808	639
1117	809	638
1118	810	638
1119	811	637
1120	811	636
1121	812	635
1122	813	634
1123	813	634
1124	814	633
1125	814	632
1126	815	631
1127	816	630
1128	816	629
1129	817	629
1130	817	628
1131	818	627
1132	818	626
1133	819	625
1134	820	624
1135	820	624
1136	821	623
1137	821	622
1138	822	621
1139	822	620
1140	823	619
1141	824	619
1142	825	618
1143	826	618
1144	826	617
1145	827	616
1146	828	615
1147	828	615
1148	829	614
1149	830	613
1150	830	612
1151	831	612
1152	832	611
1153	833	610
1154	833	610
1155	834	609
1156	835	608
1157	836	608
1158	836	607
1159	837	606
1160	838	605
1161	838	604
1162	839	603
1163	840	603
1164	840	602
1165	842	602
1166	842	601
1167	843	600
1168	844	600
1169	844	599
1170	845	598
1171	845	597
1172	846	596
1173	847	596
1174	847	595
1175	848	594
1176	848	593
1177	849	592
1178	850	592
1179	850	591
1180	851	590
1181	852	589
1182	852	588
1183	853	588
1184	853	587
1185	854	586
1186	855	585
1187	855	584
1188	856	584
1189	857	583
1190	858	583
1191	859	582
1192	859	581
1193	860	581
1194	861	580
1195	861	579
1196	862	578
1197	863	577
1198	863	577
1199	864	576
1200	864	575
1201	865	574
1202	866	573
1203	866	573
1204	867	572
1205	868	571
1206	868	570
1207	869	569
1208	869	569
1209	870	568
1210	870	567
1211	871	566
1212	872	566
1213	873	565
1214	874	564
1215	874	564
1216	875	563
1217	876	562
1218	876	561
1219	877	561
1220	878	560
1221	878	559
1222	879	558
1223	880	557
1224	880	557
1225	881	556
1226	881	555
1227	882	554
1228	883	554
1229	883	553
1230	884	552
1231	884	551
1232	885	550
1233	886	550
1234	886	549
1235	887	548
1236	888	548
1237	889	547
1238	890	546
1239	891	546
1240	891	545
1241	892	544
1242	893	544
1243	893	543
1244	894	542
1245	895	541
1246	895	540
1247	896	540
1248	897	539
1249	897	538
1250	898	537
1251	898	536
1252	899	536
1253	899	535
1254	900	534
1255	901	533
1256	901	532
1257	902	532
1258	902	531
1259	903	530
1260	904	529
1261	905	529
1262	905	528
1263	906	527
1264	907	527
1265	907	526
1266	908	525
1267	909	524
1268	909	524
1269	910	523
1270	910	522
1271	911	521
1272	912	520
1273	912	520
1274	913	519
1275	913	518
1276	914	517
1277	915	516
1278	915	516
1279	916	515
1280	916	514
1281	917	513
1282	917	512
1283	918	512
1284	919	511
1285	919	510
1286	920	510
1287	921	509
1288	922	508
1289	922	507
1290	925	508
1291	925	507
1292	926	506
1293	927	505
1294	927	505
1295	928	504
1296	928	503
1297	929	502
1298	930	501
1299	930	501
1300	931	500
1301	932	499
1302	932	498
1303	933	498
1304	933	497
1305	934	496
1306	935	495
1307	936	495
1308	937	495
1309	938	494
1310	939	493
1311	939	492
1312	940	491
1313	940	491
1314	941	490
1315	942	489
1316	942	488
1317	943	488
1318	943	487
1319	944	486
1320	945	485
1321	945	485
1322	946	484
1323	947	483
1324	947	482
1325	948	481
1326	948	481
1327	949	480
1328	949	479
1329	950	478
1330	952	478
1331	952	477
1332	953	477
1333	954	476
1334	954	475
1335	955	474
1336	955	474
1337	956	473
1338	957	472
1339	957	471
1340	958	470
1341	958	470
1342	959	469
1343	959	468
1344	960	467
1345	961	467
1346	961	466
1347	962	465
1348	962	464
1349	963	463
1350	964	463
1351	964	462
1352	965	461
1353	965	460
1354	966	460
1355	967	459
1356	968	459
1357	969	458
1358	970	457
1359	970	456
1360	971	456
1361	972	455
1362	972	454
1363	973	453
1364	973	453
1365	974	452
1366	975	451
1367	975	450
1368	976	449
1369	976	449
1370	977	448
1371	978	447
1372	978	446
1373	979	446
1374	979	445
1375	980	444
1376	980	443
1377	981	443
1378	982	442
1379	983	441
1380	984	441
1381	985	440
1382	986	439
1383	986	439
1384	987	438
1385	988	437
1386	988	436
1387	989	436
1388	989	435
1389	990	434
1390	991	433
1391	991	433
1392	992	432
1393	992	431
1394	993	430
1395	994	430
1396	994	429
1397	995	428
1398	995	427
1399	996	426
1400	996	426
1401	997	425
1402	998	424
1403	999	424
1404	1000	423
1405	1001	422
1406	1001	422
1407	1002	421
1408	1003	420
1409	1003	419
1410	1004	419
1411	1004	418
1412	1005	417
1413	1006	416
1414	1006	416
1415	1007	415
1416	1007	414
1417	1008	413
1418	1009	413
1419	1009	412
1420	1010	411
1421	1011	410
1422	1011	410
1423	1012	409
1424	1012	408
1425	1013	407
1426	1013	407
1427	1014	406
1428	1015	405
1429	1016	405
1430	1017	404
1431	1018	403
1432	1019	403
1433	1019	402
1434	1020	401
1435	1021	401
1436	1021	400
1437	1022	399
1438	1023	398
1439	1023	398
1440	1024	397
1441	1024	396
1442	1025	395
1443	1026	395
1444	1026	394
1445	1027	393
1446	1027	392
1447	1028	392
1448	1029	391
1449	1029	390
1450	1030	389
1451	1033	390
1452	1034	389
1453	1034	388
1454	1035	387
1455	1036	387
1456	1036	386
1457	1037	385
1458	1037	384
1459	1038	384
1460	1039	383
1461	1040	382
1462	1041	382
1463	1041	381
1464	1042	380
1465	1042	379
1466	1043	379
1467	1044	378
1468	1044	377
1469	1045	376
1470	1045	376
1471	1046	375
1472	1047	374
1473	1048	374
1474	1049	373
1475	1049	372
1476	1050	372
1477	1051	371
1478	1052	370
1479	1052	369
1480	1053	369
1481	1053	368
1482	1054	367
1483	1055	366
1484	1055	366
1485	1056	365
1486	1056	364
1487	1057	363
1488	1058	363
1489	1058	362
1490	1059	361
1491	1060	360
1492	1060	360
1493	1061	359
1494	1061	358
1495	1063	358
1496	1064	357
1497	1064	356
1498	1065	356
1499	1066	355
1500	1066	354
1501	1067	353
1502	1067	353
1503	1068	352
1504	1069	351
1505	1070	351
1506	1070	350
1507	1071	349
1508	1071	348
1509	1072	348
1510	1073	347
1511	1073	346
1512	1074	345
1513	1074	345
1514	1075	344
1515	1075	343
1516	1076	342
1517	1077	341
1518	1077	341
1519	1078	340
1520	1080	340
1521	1081	339
1522	1082	338
1523	1082	338
1524	1083	337
1525	1083	336
1526	1084	335
1527	1085	335
1528	1085	334
1529	1086	333
1530	1086	332
1531	1087	332
1532	1087	331
1533	1088	330
1534	1089	329
1535	1089	329
1536	1090	328
1537	1091	327
1538	1091	326
1539	1092	326
1540	1092	325
1541	1093	324
1542	1093	323
1543	1094	323
1544	1095	322
1545	1096	321
1546	1096	321
1547	1097	320
1548	1098	319
1549	1098	318
1550	1099	318
1551	1099	317
1552	1100	316
1553	1101	316
1554	1101	315
1555	1102	314
1556	1102	313
1557	1103	313
1558	1104	312
1559	1104	311
1560	1105	310
1561	1105	310
1562	1106	309
1563	1107	308
1564	1107	307
1565	1108	307
1566	1108	306
1567	1109	305
1568	1109	304
1569	1110	304
1570	1111	303
1571	1112	302
1572	1113	302
1573	1114	301
1574	1114	300
1575	1115	300
1576	1116	299
1577	1116	298
1578	1117	297
1579	1117	297
1580	1118	296
1581	1119	295
1582	1119	294
1583	1120	294
1584	1120	293
1585	1121	292
1586	1122	292
1587	1122	291
1588	1123	290
1589	1123	289
1590	1124	289
1591	1124	288
1592	1125	287
1593	1126	286
1594	1127	286
1595	1128	285
1596	1129	284
1597	1130	284
1598	1130	283
1599	1131	282
1600	1131	282
1601	1132	281
1602	1133	280
1603	1133	279
1604	1134	279
1605	1134	278
1606	1135	277
1607	1136	276
1608	1136	276
1609	1137	275
1610	1137	274
1611	1138	273
1612	1138	273
1613	1139	272
1614	1140	271
1615	1140	271
1616	1141	270
1617	1141	269
1618	1142	268
1619	1143	268
1620	1144	267
1621	1145	266
1622	1145	266
1623	1146	265
1624	1147	264
1625	1147	263
1626	1148	263
1627	1148	262
1628	1149	261
1629	1149	261
1630	1150	260
1631	1151	259
1632	1151	258
1633	1152	258
1634	1152	257
1635	1153	256
1636	1154	255
1637	1154	255
1638	1155	254
1639	1155	253
1640	1156	252
1641	1156	252
1642	1157	251
1643	1158	250
1644	1159	250
1645	1160	249
1646	1161	248
1647	1162	248
1648	1163	247
1649	1163	246
1650	1164	246
1651	1165	245
1652	1165	244
1653	1166	244
1654	1167	243
1655	1167	242
1656	1168	241
1657	1168	241
1658	1169	240
1659	1170	239
1660	1170	238
1661	1171	238
1662	1171	237
1663	1172	236
1664	1172	235
1665	1173	235
1666	1174	234
1667	1175	234
1668	1176	233
1669	1177	232
1670	1177	231
1671	1178	231
1672	1179	230
1673	1179	229
1674	1180	229
1675	1180	228
1676	1181	227
1677	1182	226
1678	1182	226
1679	1183	225
1680	1183	224
1681	1184	223
1682	1185	223
1683	1185	222
1684	1186	221
1685	1186	221
1686	1187	220
1687	1188	219
1688	1188	218
1689	1189	218
1690	1189	217
1691	1191	216
1692	1191	216
1693	1192	215
1694	1193	214
1695	1193	213
1696	1194	213
1697	1195	212
1698	1195	211
1699	1196	211
1700	1196	210
1701	1197	209
1702	1197	208
1703	1198	208
1704	1199	207
1705	1199	206
1706	1200	206
1707	1200	205
1708	1201	204
1709	1202	203
1710	1202	203
1711	1203	202
1712	1203	201
1713	1204	200
1714	1204	200
1715	1205	199
1716	1205	198
1717	1206	198
1718	1208	197
1719	1209	196
1720	1209	196
1721	1210	195
1722	1210	194
1723	1211	193
1724	1211	193
1725	1212	192
1726	1213	191
1727	1213	191
1728	1214	190
1729	1214	189
1730	1215	188
1731	1216	188
1732	1216	187
1733	1217	186
1734	1218	186
1735	1218	185
1736	1219	184
1737	1219	183
1738	1220	183
1739	1220	182
1740	1221	181
1741	1222	180
1742	1223	180
1743	1223	179
1744	1224	178
1745	1225	178
1746	1226	177
1747	1226	176
1748	1227	176
1749	1228	175
1750	1228	174
1751	1229	174
1752	1229	173
1753	1230	172
1754	1231	171
1755	1231	171
1756	1232	170
1757	1232	169
1758	1233	168
1759	1233	168
1760	1234	167
1761	1235	166
1762	1235	166
1763	1236	165
1764	1236	164
1765	1237	163
1766	1237	163
1767	1239	162
1768	1239	161
1769	1240	161
1770	1241	160
1771	1242	159
1772	1242	159
1773	1243	158
1774	1244	157
1775	1244	156
1776	1245	156
1777	1245	155
1778	1246	154
1779	1246	154
1780	1247	153
1781	1248	152
1782	1248	151
1783	1249	151
1784	1250	150
1785	1250	149
1786	1251	149
1787	1251	148
1788	1252	147
1789	1252	146
1790	1253	146
1791	1253	145
1792	1255	144
1793	1255	144
1794	1256	143
1795	1257	142
1796	1257	142
1797	1258	141
1798	1259	140
1799	1259	139
1800	1260	139
1801	1260	138
1802	1261	137
1803	1262	137
1804	1262	136
1805	1263	135
1806	1263	135
1807	1264	134
1808	1265	133
1809	1265	132
1810	1266	132
1811	1267	131
1812	1267	130
1813	1268	130
1814	1268	129
1815	1269	128
1816	1269	127
1817	1272	127
1818	1273	126
1819	1273	125
1820	1274	125
1821	1274	124
1822	1275	123
1823	1276	123
1824	1276	122
1825	1277	121
1826	1278	121
1827	1278	120
1828	1279	119
1829	1280	118
1830	1280	118
1831	1281	117
1832	1281	116
1833	1282	116
1834	1282	115
1835	1283	114
1836	1283	113
1837	1284	113
1838	1285	112
1839	1285	111
1840	1286	111
1841	1288	110
1842	1288	109
1843	1289	109
1844	1290	108
1845	1290	107
1846	1291	106
1847	1291	106
1848	1292	105
1849	1293	104
1850	1293	104
1851	1294	103
1852	1294	102
1853	1295	102
1854	1296	101
1855	1296	100
1856	1297	99
1857	1297	99
1858	1298	98
1859	1298	97
1860	1299	97
1861	1300	96
1862	1300	95
1863	1301	94
1864	1301	94
1865	1303	93
1866	1304	92
1867	1305	92
1868	1305	91
1869	1306	90
1870	1307	90
1871	1307	89
1872	1308	88
1873	1308	88
1874	1309	87
1875	1310	86
1876	1310	85
1877	1311	85
1878	1312	84
1879	1313	83
1880	1313	83
1881	1314	82
1882	1314	81
1883	1315	80
1884	1316	80
1885	1316	79
1886	1317	78
1887	1317	78
1888	1320	77
1889	1320	76
1890	1321	76
1891	1322	75
1892	1322	74
1893	1323	74
1894	1324	73
1895	1324	72
1896	1325	71
1897	1325	71
1898	1326	70
1899	1327	69
1900	1327	69
1901	1328	68
1902	1329	67
1903	1329	67
1904	1330	66
1905	1330	65
1906	1331	64
1907	1331	64
1908	1332	63
1909	1333	62
1910	1333	62
1911	1334	61
1912	1335	60
1913	1336	60
1914	1337	59
1915	1337	58
1916	1338	57
1917	1338	57
1918	1339	56
1919	1340	55
1920	1340	55
1921	1341	54
1922	1341	53
1923	1342	53
1924	1343	52
1925	1343	51
1926	1344	50
1927	1344	50
1928	1345	49
1929	1345	48
1930	1346	48
1931	1347	47
1932	1347	46
1933	1348	46
1934	1348	45
1935	1349	44
1936	1349	43
1937	1351	43
1938	1352	42
1939	1352	41
1940	1353	41
1941	1354	40
1942	1354	39
1943	1355	39
1944	1355	38
1945	1356	37
1946	1357	36
1947	1357	36
1948	1358	35
1949	1358	34
1950	1359	34
1951	1360	33
1952	1360	32
1953	1361	32
1954	1361	31
1955	1362	30
1956	1362	29
1957	1363	29
1958	1364	28
1959	1364	27
1960	1365	27
1961	1365	26
1962	1367	25
