,,id,overload_min,overload_max,over_speed_min,over_speed_max,at_night_min,at_night_max,other_place_min,other_place_max,high_speed_dis_min,high_speed_dis_max,high_speed_time_min,high_speed_time_max,dis_avg_min,dis_avg_max,score
875,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,84
876,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,84
877,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,55
878,0,1.0,0,1.0,15,84.0,0,1.0,2400,4000.0,45,80.0,15,25.0,56,64.0,75
879,0,1.0,1,12.0,15,98.0,20,98.0,10000,98.0,140,98.0,120,98.0,56,64.0,12
880,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,55,75.0,72,84.0,59
881,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,35,45.0,0,56.0,48
882,0,1.0,20,20.0,15,20.0,0,1.0,4000,10000.0,80,140.0,75,120.0,84,20.0,30
883,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,10,20.0,55,75.0,56,64.0,78
884,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,10,20.0,35,45.0,72,84.0,64
885,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,45
886,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,37
887,0,1.0,0,1.0,15,10000.0,1,10.0,4000,10000.0,80,140.0,75,120.0,64,72.0,62
888,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,0,56.0,47
889,0,1.0,0,1.0,1,5.0,20,140.0,4000,10000.0,80,140.0,75,120.0,64,72.0,35
890,0,1.0,0,1.0,15,140.0,20,140.0,10000,140.0,140,140.0,120,140.0,64,72.0,8
891,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,90
892,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,120,120.0,56,64.0,70
893,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,10,20.0,45,55.0,64,72.0,22
894,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,80
895,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,56,64.0,49
896,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,40
897,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,0,56.0,41
898,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,30,45.0,75,120.0,64,72.0,18
899,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,45,55.0,64,72.0,65
900,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,120,15.0,84,15.0,51
901,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,83
902,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,35
903,0,1.0,1,12.0,0,1.0,1,10.0,600,1200.0,0,10.0,75,120.0,84,10000.0,47
904,0,1.0,1,12.0,5,15.0,20,10000.0,4000,10000.0,80,140.0,120,10000.0,64,72.0,10
905,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,0,56.0,79
906,0,1.0,0,1.0,5,15.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,87
907,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,84,120.0,80
908,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,84,120.0,64
909,0,1.0,1,12.0,1,5.0,1,10.0,0,600.0,0,10.0,55,75.0,84,84.0,56
910,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,84,84.0,48
911,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,10,20.0,75,120.0,72,84.0,54
912,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,78
913,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,80
914,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,81
915,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,15.0,84,15.0,29
916,0,1.0,0,1.0,15,15.0,0,1.0,4000,10000.0,80,140.0,0,15.0,0,56.0,46
917,0,1.0,20,20.0,5,15.0,0,1.0,4000,10000.0,45,80.0,55,75.0,72,84.0,30
918,0,1.0,1,12.0,15,20.0,20,20.0,10000,20.0,140,20.0,120,20.0,56,64.0,6
919,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,45,55.0,56,64.0,66
920,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,82
921,0,1.0,12,20.0,1,5.0,1,10.0,2400,4000.0,30,45.0,120,140.0,84,140.0,30
922,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,64
923,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,64,72.0,29
924,0,1.0,1,12.0,5,15.0,1,10.0,2400,4000.0,30,45.0,75,120.0,64,72.0,48
925,0,1.0,20,84.0,1,5.0,0,1.0,2400,4000.0,20,30.0,120,84.0,84,84.0,47
926,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,49
927,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,73
928,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,84,20.0,54
929,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,120,20.0,72,84.0,20
930,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,20,30.0,55,75.0,72,84.0,29
931,0,1.0,20,15.0,15,15.0,1,10.0,10000,15.0,140,15.0,120,15.0,84,15.0,11
932,1,10.0,1,12.0,15,15.0,20,15.0,10000,15.0,140,15.0,120,15.0,72,84.0,8
933,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,75,120.0,72,84.0,23
934,0,1.0,0,1.0,1,5.0,1,10.0,2400,4000.0,30,45.0,35,45.0,56,64.0,56
935,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,84,10000.0,28
936,0,1.0,0,1.0,1,5.0,0,1.0,4000,10000.0,80,140.0,55,75.0,64,72.0,32
937,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,75,120.0,72,84.0,30
938,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,120,140.0,64,72.0,67
939,0,1.0,0,1.0,5,15.0,1,10.0,0,600.0,0,10.0,15,25.0,64,72.0,92
940,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,90
941,0,1.0,12,20.0,5,15.0,20,84.0,10000,84.0,140,84.0,120,84.0,72,84.0,10
942,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,75,120.0,72,84.0,60
943,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,80
944,0,1.0,1,12.0,5,15.0,0,1.0,600,1200.0,10,20.0,25,35.0,72,84.0,68
945,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,15,25.0,0,56.0,90
946,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,84,20.0,53
947,0,1.0,1,12.0,15,15.0,0,1.0,2400,4000.0,45,80.0,25,35.0,64,72.0,50
948,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,67
949,0,1.0,20,20.0,1,5.0,1,10.0,4000,10000.0,80,140.0,75,120.0,72,84.0,38
950,0,1.0,20,20.0,15,20.0,20,20.0,1200,2400.0,10,20.0,35,45.0,84,20.0,55
951,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,83
952,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,85
953,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,47
954,0,1.0,1,12.0,15,140.0,1,10.0,2400,4000.0,45,80.0,55,75.0,72,84.0,55
955,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,78
956,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,55,75.0,84,120.0,22
957,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,10,20.0,75,120.0,72,84.0,20
958,0,1.0,20,84.0,15,84.0,1,10.0,10000,84.0,80,140.0,75,120.0,84,84.0,16
959,0,1.0,1,12.0,15,98.0,0,1.0,10000,98.0,140,98.0,120,98.0,56,64.0,9
960,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,91
961,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,29
962,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,20.0,84,20.0,61
963,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,15.0,84,15.0,27
964,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,10,20.0,25,35.0,0,56.0,23
965,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,64
966,0,1.0,1,12.0,15,20.0,0,1.0,4000,10000.0,45,80.0,25,35.0,72,84.0,29
967,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,46
968,0,1.0,0,1.0,15,10000.0,0,1.0,4000,10000.0,80,140.0,45,55.0,56,64.0,66
969,0,1.0,12,20.0,15,140.0,0,1.0,4000,10000.0,45,80.0,35,45.0,72,84.0,39
970,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,64,72.0,46
971,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,20,30.0,55,75.0,0,56.0,34
972,0,1.0,20,120.0,15,120.0,20,120.0,4000,10000.0,80,140.0,55,75.0,72,84.0,34
973,0,1.0,1,12.0,5,15.0,0,1.0,600,1200.0,10,20.0,45,55.0,72,84.0,60
974,0,1.0,1,12.0,15,84.0,0,1.0,2400,4000.0,45,80.0,35,45.0,72,84.0,51
975,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,84,98.0,29
976,0,1.0,20,20.0,15,20.0,0,1.0,4000,10000.0,80,140.0,55,75.0,84,20.0,26
977,0,1.0,1,12.0,0,1.0,1,10.0,1200,2400.0,10,20.0,45,55.0,72,84.0,51
978,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,35,45.0,72,84.0,57
979,0,1.0,1,12.0,5,15.0,10,20.0,1200,2400.0,10,20.0,55,75.0,84,15.0,62
980,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,84,15.0,63
981,0,1.0,0,1.0,5,15.0,10,20.0,4000,10000.0,140,20.0,120,20.0,0,56.0,17
982,0,1.0,0,1.0,1,5.0,1,10.0,1200,2400.0,45,80.0,120,20.0,0,56.0,62
983,0,1.0,1,12.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,84,10000.0,53
984,0,1.0,0,1.0,5,15.0,20,10000.0,10000,10000.0,140,10000.0,75,120.0,64,72.0,25
985,0,1.0,12,20.0,0,1.0,1,10.0,2400,4000.0,30,45.0,35,45.0,84,140.0,54
986,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,35
987,0,1.0,20,120.0,5,15.0,0,1.0,1200,2400.0,20,30.0,45,55.0,84,120.0,13
988,0,1.0,20,120.0,15,120.0,0,1.0,10000,120.0,140,120.0,55,75.0,72,84.0,10
989,0,1.0,1,12.0,1,5.0,0,1.0,2400,4000.0,30,45.0,0,15.0,64,72.0,58
990,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,75,120.0,56,64.0,68
991,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,84,98.0,56
992,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,120,20.0,64,72.0,33
993,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,30,45.0,0,15.0,0,56.0,82
994,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,55,75.0,64,72.0,81
995,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,82
996,0,1.0,12,20.0,15,15.0,0,1.0,4000,10000.0,45,80.0,35,45.0,72,84.0,46
997,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,51
998,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,44
999,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,63
1000,0,1.0,0,1.0,5,15.0,1,10.0,1200,2400.0,30,45.0,55,75.0,56,64.0,27
1001,0,1.0,20,140.0,15,140.0,0,1.0,10000,140.0,80,140.0,75,120.0,72,84.0,25
1002,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,90
1003,0,1.0,1,12.0,1,5.0,1,10.0,2400,4000.0,30,45.0,120,120.0,72,84.0,49
1004,0,1.0,20,120.0,5,15.0,0,1.0,2400,4000.0,20,30.0,45,55.0,84,120.0,30
1005,0,1.0,20,84.0,5,15.0,20,84.0,2400,4000.0,45,80.0,75,120.0,84,84.0,48
1006,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,45,55.0,64,72.0,80
1007,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,64,72.0,34
1008,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,86
1009,0,1.0,1,12.0,1,5.0,10,20.0,600,1200.0,10,20.0,55,75.0,72,84.0,53
1010,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,84,20.0,62
1011,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,75,120.0,72,84.0,40
1012,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,55
1013,0,1.0,1,12.0,15,20.0,0,1.0,10000,20.0,140,20.0,55,75.0,56,64.0,10
1014,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,10,20.0,75,120.0,64,72.0,73
1015,0,1.0,12,20.0,15,10000.0,1,10.0,10000,10000.0,45,80.0,120,10000.0,84,10000.0,12
1016,0,1.0,1,12.0,5,15.0,0,1.0,0,600.0,0,10.0,0,15.0,72,84.0,74
1017,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,0,15.0,56,64.0,93
1018,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,64,72.0,77
1019,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,64,72.0,83
1020,0,1.0,20,120.0,15,120.0,0,1.0,2400,4000.0,30,45.0,25,35.0,84,120.0,49
1021,1,10.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,15,25.0,72,84.0,30
1022,0,1.0,1,12.0,15,84.0,0,1.0,10000,84.0,140,84.0,120,84.0,64,72.0,10
1023,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,75
1024,0,1.0,12,20.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,84,20.0,20
1025,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,73
1026,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,20.0,0,56.0,38
1027,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,75,120.0,64,72.0,74
1028,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,30,45.0,35,45.0,64,72.0,60
1029,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,75,120.0,72,84.0,18
1030,0,1.0,20,20.0,5,15.0,0,1.0,4000,10000.0,80,140.0,120,20.0,84,20.0,35
1031,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,80
1032,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,84,10000.0,60
1033,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,84,140.0,26
1034,0,1.0,1,12.0,15,140.0,20,140.0,10000,140.0,140,140.0,120,140.0,56,64.0,15
1035,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,75,120.0,84,120.0,52
1036,0,1.0,1,12.0,5,15.0,1,10.0,4000,10000.0,80,140.0,75,120.0,72,84.0,24
1037,0,1.0,12,20.0,5,15.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,11
1038,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,120,84.0,84,84.0,55
1039,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,49
1040,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,56,64.0,35
1041,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,90
1042,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,84,20.0,61
1043,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,78
1044,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,66
1045,0,1.0,1,12.0,5,15.0,1,10.0,1200,2400.0,30,45.0,120,20.0,72,84.0,57
1046,1,10.0,1,12.0,5,15.0,1,10.0,4000,10000.0,80,140.0,120,20.0,72,84.0,10
1047,0,1.0,1,12.0,0,1.0,0,1.0,1200,2400.0,10,20.0,75,120.0,72,84.0,58
1048,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,55
1049,0,1.0,1,12.0,5,15.0,10,20.0,2400,4000.0,45,80.0,120,140.0,56,64.0,52
1050,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,45,55.0,84,140.0,44
1051,1,10.0,1,12.0,1,5.0,0,1.0,10000,120.0,140,120.0,25,35.0,64,72.0,9
1052,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,91
1053,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,84,84.0,60
1054,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,15,25.0,56,64.0,48
1055,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,75
1056,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,56,64.0,47
1057,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,44
1058,0,1.0,0,1.0,1,5.0,1,10.0,2400,4000.0,30,45.0,120,20.0,56,64.0,64
1059,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,56,64.0,47
1060,1,10.0,12,20.0,15,15.0,20,15.0,10000,15.0,140,15.0,120,15.0,56,64.0,7
1061,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,62
1062,0,1.0,0,1.0,5,15.0,20,20.0,4000,10000.0,80,140.0,55,75.0,64,72.0,43
1063,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,73
1064,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,120,10000.0,84,10000.0,24
1065,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,30,45.0,0,15.0,0,56.0,69
1066,0,1.0,20,140.0,15,140.0,20,140.0,10000,140.0,140,140.0,120,140.0,84,140.0,11
1067,0,1.0,1,12.0,1,5.0,20,120.0,4000,10000.0,45,80.0,55,75.0,64,72.0,13
1068,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,57
1069,0,1.0,1,12.0,5,15.0,10,20.0,4000,10000.0,140,84.0,120,84.0,56,64.0,29
1070,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,64
1071,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,35,45.0,72,84.0,60
1072,0,1.0,0,1.0,5,15.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,82
1073,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,84,20.0,61
1074,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,30,45.0,55,75.0,64,72.0,72
1075,0,1.0,1,12.0,15,15.0,0,1.0,10000,15.0,140,15.0,35,45.0,64,72.0,13
1076,0,1.0,1,12.0,0,1.0,10,20.0,1200,2400.0,20,30.0,120,15.0,64,72.0,57
1077,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,0,56.0,42
1078,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,47
1079,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,10,20.0,55,75.0,72,84.0,86
1080,0,1.0,1,12.0,5,15.0,10,20.0,2400,4000.0,45,80.0,120,10000.0,56,64.0,51
1081,0,1.0,0,1.0,15,140.0,1,10.0,4000,10000.0,80,140.0,55,75.0,72,84.0,61
1082,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,84,140.0,24
1083,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,75,120.0,64,72.0,52
1084,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,120.0,84,120.0,61
1085,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,120,84.0,72,84.0,55
1086,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,49
1087,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,88
1088,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,20.0,72,84.0,56
1089,0,1.0,1,12.0,1,5.0,10,20.0,4000,10000.0,45,80.0,120,20.0,72,84.0,39
1090,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,56,64.0,49
1091,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,72,84.0,88
1092,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,10,20.0,0,15.0,0,56.0,47
1093,0,1.0,20,20.0,15,20.0,1,10.0,10000,20.0,140,20.0,55,75.0,72,84.0,12
1094,0,1.0,20,20.0,1,5.0,0,1.0,2400,4000.0,30,45.0,35,45.0,84,20.0,47
1095,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,82
1096,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,120,10000.0,64,72.0,64
1097,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,25,35.0,56,64.0,92
1098,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,120,140.0,72,84.0,67
1099,0,1.0,1,12.0,5,15.0,10,20.0,4000,10000.0,80,140.0,120,120.0,72,84.0,34
1100,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,0,56.0,39
1101,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,35,45.0,0,56.0,40
1102,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,83
1103,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,56,64.0,84
1104,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,84,20.0,61
1105,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,0,56.0,84
1106,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,24
1107,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,72
1108,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,84
1109,0,1.0,1,12.0,5,15.0,1,10.0,2400,4000.0,30,45.0,55,75.0,72,84.0,61
1110,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,0,56.0,81
1111,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,10000.0,64,72.0,66
1112,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,90
1113,0,1.0,0,1.0,0,1.0,1,10.0,2400,4000.0,30,45.0,120,140.0,64,72.0,26
1114,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,35,45.0,72,84.0,21
1115,0,1.0,20,120.0,5,15.0,1,10.0,4000,10000.0,45,80.0,75,120.0,84,120.0,40
1116,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,78
1117,0,1.0,0,1.0,0,1.0,0,1.0,600,1200.0,10,20.0,0,15.0,0,56.0,92
1118,0,1.0,1,12.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,84,84.0,58
1119,0,1.0,0,1.0,0,1.0,0,1.0,600,1200.0,0,10.0,75,120.0,84,98.0,72
1120,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,75
1121,0,1.0,1,12.0,5,15.0,1,10.0,600,1200.0,0,10.0,55,75.0,72,84.0,23
1122,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,85
1123,0,1.0,12,20.0,5,15.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,49
1124,0,1.0,1,12.0,15,15.0,0,1.0,10000,15.0,80,140.0,0,15.0,72,84.0,34
1125,0,1.0,0,1.0,1,5.0,0,1.0,2400,4000.0,30,45.0,35,45.0,72,84.0,26
1126,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,51
1127,0,1.0,1,12.0,15,10000.0,1,10.0,2400,4000.0,30,45.0,35,45.0,0,56.0,15
1128,0,1.0,20,10000.0,5,15.0,20,10000.0,4000,10000.0,45,80.0,75,120.0,84,10000.0,26
1129,0,1.0,0,1.0,15,140.0,0,1.0,0,600.0,0,10.0,0,15.0,56,64.0,35
1130,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,140.0,72,84.0,67
1131,0,1.0,12,20.0,5,15.0,1,10.0,2400,4000.0,30,45.0,75,120.0,84,120.0,34
1132,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,20,30.0,55,75.0,56,64.0,30
1133,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,84.0,72,84.0,45
