,,id,overload_min,overload_max,over_speed_min,over_speed_max,at_night_min,at_night_max,other_place_min,other_place_max,high_speed_dis_min,high_speed_dis_max,high_speed_time_min,high_speed_time_max,dis_avg_min,dis_avg_max,score
4647,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,35,45.0,72,84.0,85
4648,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,0,56.0,80
4649,0,1.0,1,12.0,1,5.0,1,10.0,600,1200.0,10,20.0,45,55.0,72,84.0,57
4650,0,1.0,0,1.0,15,140.0,10,20.0,4000,10000.0,140,140.0,55,75.0,0,56.0,60
4651,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,20,30.0,35,45.0,0,56.0,33
4652,0,1.0,12,20.0,15,120.0,20,120.0,10000,120.0,140,120.0,120,120.0,64,72.0,10
4653,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,25,35.0,56,64.0,64
4654,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,49
4655,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,48
4656,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,80
4657,0,1.0,0,1.0,0,1.0,0,1.0,600,1200.0,0,10.0,25,35.0,64,72.0,69
4658,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,55,75.0,72,84.0,57
4659,0,1.0,1,12.0,5,15.0,1,10.0,1200,2400.0,20,30.0,75,120.0,72,84.0,58
4660,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,84,15.0,30
4661,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,67
4662,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,15
4663,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,45,55.0,72,84.0,61
4664,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,15,25.0,64,72.0,83
4665,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,30,45.0,25,35.0,0,56.0,68
4666,0,1.0,12,20.0,5,15.0,0,1.0,4000,10000.0,80,140.0,120,140.0,84,140.0,26
4667,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,90
4668,0,1.0,1,12.0,15,120.0,1,10.0,4000,10000.0,80,140.0,55,75.0,72,84.0,20
4669,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,0,56.0,47
4670,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,76
4671,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,90
4672,0,1.0,20,20.0,15,20.0,0,1.0,10000,20.0,140,20.0,15,25.0,56,64.0,9
4673,0,1.0,20,20.0,5,15.0,1,10.0,4000,10000.0,45,80.0,75,120.0,84,20.0,25
4674,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,84,20.0,27
4675,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,15.0,84,15.0,57
4676,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,56,64.0,81
4677,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,35,45.0,72,84.0,61
4678,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,35,45.0,64,72.0,91
4679,0,1.0,1,12.0,15,10000.0,0,1.0,2400,4000.0,45,80.0,55,75.0,64,72.0,35
4680,0,1.0,12,20.0,5,15.0,0,1.0,1200,2400.0,10,20.0,35,45.0,84,10000.0,40
4681,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,0,10.0,120,140.0,72,84.0,34
4682,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,49
4683,0,1.0,20,120.0,5,15.0,0,1.0,600,1200.0,0,10.0,25,35.0,84,120.0,53
4684,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,75,120.0,84,120.0,38
4685,0,1.0,12,20.0,15,84.0,0,1.0,4000,10000.0,45,80.0,55,75.0,72,84.0,28
4686,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,84,84.0,63
4687,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,64,72.0,81
4688,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,120,20.0,56,64.0,67
4689,0,1.0,20,20.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,84,20.0,19
4690,0,1.0,0,1.0,0,1.0,1,10.0,600,1200.0,10,20.0,120,20.0,56,64.0,65
4691,0,1.0,1,12.0,5,15.0,1,10.0,0,600.0,0,10.0,0,15.0,72,84.0,30
4692,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,80,140.0,120,15.0,72,84.0,44
4693,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,84,20.0,56
4694,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,56,64.0,79
4695,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,84,10000.0,29
4696,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,47
4697,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,10,20.0,55,75.0,72,84.0,75
4698,0,1.0,20,140.0,15,140.0,0,1.0,10000,140.0,140,140.0,45,55.0,72,84.0,12
4699,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,84,120.0,62
4700,0,1.0,12,20.0,15,120.0,0,1.0,4000,10000.0,80,140.0,75,120.0,64,72.0,36
4701,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,63
4702,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,72,84.0,65
4703,0,1.0,0,1.0,1,5.0,1,10.0,1200,2400.0,30,45.0,75,120.0,0,56.0,65
4704,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,25,35.0,64,72.0,64
4705,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,45,55.0,72,84.0,67
4706,0,1.0,1,12.0,5,15.0,1,10.0,1200,2400.0,20,30.0,120,20.0,84,20.0,17
4707,0,1.0,1,12.0,15,15.0,0,1.0,1200,2400.0,20,30.0,15,25.0,72,84.0,67
4708,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,120,15.0,84,15.0,49
4709,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,30
4710,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,15,25.0,56,64.0,93
4711,0,1.0,0,1.0,1,5.0,1,10.0,4000,10000.0,140,10000.0,120,10000.0,72,84.0,22
4712,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,61
4713,0,1.0,1,12.0,15,140.0,0,1.0,2400,4000.0,45,80.0,15,25.0,72,84.0,50
4714,0,1.0,1,12.0,5,15.0,1,10.0,600,1200.0,0,10.0,75,120.0,72,84.0,24
4715,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,84,120.0,30
4716,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,120,120.0,72,84.0,56
4717,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,82
4718,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,81
4719,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,72,84.0,57
4720,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,84,20.0,59
4721,0,1.0,20,20.0,15,20.0,0,1.0,2400,4000.0,30,45.0,35,45.0,84,20.0,30
4722,0,1.0,1,12.0,15,20.0,20,20.0,10000,20.0,140,20.0,120,20.0,64,72.0,9
4723,0,1.0,20,15.0,15,15.0,0,1.0,2400,4000.0,30,45.0,25,35.0,84,15.0,50
4724,0,1.0,1,12.0,5,15.0,0,1.0,600,1200.0,0,10.0,25,35.0,84,15.0,59
4725,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,62
4726,1,10.0,0,1.0,5,15.0,20,20.0,2400,4000.0,30,45.0,45,55.0,64,72.0,32
4727,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,120,10000.0,72,84.0,70
4728,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,120,10000.0,72,84.0,48
4729,0,1.0,1,12.0,0,1.0,1,10.0,2400,4000.0,30,45.0,75,120.0,72,84.0,30
4730,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,45,55.0,64,72.0,54
4731,1,10.0,20,120.0,15,120.0,0,1.0,10000,120.0,140,120.0,55,75.0,72,84.0,1
4732,0,1.0,20,120.0,5,15.0,0,1.0,4000,10000.0,45,80.0,75,120.0,84,120.0,38
4733,0,1.0,0,1.0,0,1.0,1,10.0,1200,2400.0,10,20.0,120,84.0,64,72.0,33
4734,0,1.0,1,12.0,5,15.0,1,10.0,1200,2400.0,20,30.0,55,75.0,64,72.0,56
4735,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,98.0,84,98.0,23
4736,0,1.0,0,1.0,15,20.0,20,20.0,4000,10000.0,45,80.0,120,20.0,72,84.0,52
4737,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,25,35.0,72,84.0,20
4738,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,92
4739,0,1.0,20,15.0,1,5.0,0,1.0,10000,15.0,140,15.0,55,75.0,72,84.0,21
4740,0,1.0,0,1.0,1,5.0,0,1.0,4000,10000.0,80,140.0,15,25.0,56,64.0,60
4741,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,45,55.0,72,84.0,77
4742,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,67
4743,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,75,120.0,64,72.0,13
4744,0,1.0,1,12.0,1,5.0,1,10.0,600,1200.0,0,10.0,75,120.0,84,10000.0,56
4745,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,25,35.0,72,84.0,50
4746,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,140.0,84,140.0,72
4747,0,1.0,0,1.0,15,120.0,1,10.0,10000,120.0,140,120.0,25,35.0,56,64.0,46
4748,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,35,45.0,0,56.0,75
4749,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,0,10.0,25,35.0,64,72.0,35
4750,0,1.0,1,12.0,5,15.0,1,10.0,2400,4000.0,45,80.0,35,45.0,56,64.0,59
4751,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,35,45.0,72,84.0,37
4752,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,30,45.0,75,120.0,64,72.0,58
4753,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,120,20.0,84,20.0,24
4754,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,84,20.0,82
4755,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,67
4756,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,84
4757,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,35
4758,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,46
4759,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,45,55.0,72,84.0,89
4760,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,90
4761,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,64,72.0,23
4762,0,1.0,0,1.0,5,15.0,20,140.0,1200,2400.0,30,45.0,45,55.0,56,64.0,69
4763,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,86
4764,1,10.0,20,120.0,15,120.0,10,20.0,4000,10000.0,80,140.0,25,35.0,72,84.0,11
4765,0,1.0,1,12.0,0,1.0,1,10.0,600,1200.0,10,20.0,120,84.0,72,84.0,23
4766,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,0,56.0,79
4767,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,45,55.0,0,56.0,70
4768,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,47
4769,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,69
4770,0,1.0,12,20.0,5,15.0,0,1.0,1200,2400.0,20,30.0,35,45.0,84,20.0,31
4771,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,20,30.0,120,15.0,0,56.0,64
4772,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,84,15.0,38
4773,0,1.0,12,20.0,15,20.0,0,1.0,4000,10000.0,140,20.0,35,45.0,64,72.0,28
4774,0,1.0,12,20.0,1,5.0,0,1.0,600,1200.0,0,10.0,25,35.0,84,20.0,51
4775,0,1.0,12,20.0,15,10000.0,1,10.0,4000,10000.0,80,140.0,75,120.0,72,84.0,25
4776,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,37
4777,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,10,20.0,120,140.0,0,56.0,67
4778,0,1.0,1,12.0,5,15.0,0,1.0,600,1200.0,10,20.0,55,75.0,64,72.0,65
4779,0,1.0,1,12.0,0,1.0,0,1.0,1200,2400.0,0,10.0,120,120.0,84,120.0,50
4780,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,64,72.0,92
4781,0,1.0,1,12.0,5,15.0,1,10.0,1200,2400.0,20,30.0,120,84.0,84,84.0,37
4782,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,55
4783,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,92
4784,0,1.0,0,1.0,15,20.0,0,1.0,2400,4000.0,45,80.0,75,120.0,56,64.0,24
4785,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,20.0,84,20.0,61
4786,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,75
4787,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,87
4788,0,1.0,1,12.0,5,15.0,1,10.0,4000,10000.0,45,80.0,120,15.0,64,72.0,29
4789,0,1.0,12,20.0,5,15.0,20,20.0,4000,10000.0,80,140.0,120,20.0,72,84.0,23
4790,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,80,140.0,120,20.0,72,84.0,9
4791,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,81
4792,0,1.0,12,20.0,5,15.0,20,10000.0,2400,4000.0,30,45.0,55,75.0,72,84.0,36
4793,0,1.0,0,1.0,5,15.0,0,1.0,10000,140.0,140,140.0,75,120.0,0,56.0,10
4794,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,84,140.0,54
4795,0,1.0,20,120.0,15,120.0,0,1.0,10000,120.0,140,120.0,25,35.0,72,84.0,12
4796,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,54
4797,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,87
4798,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,84,84.0,26
4799,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,78
4800,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,45,55.0,72,84.0,29
4801,0,1.0,12,20.0,1,5.0,20,20.0,2400,4000.0,30,45.0,55,75.0,72,84.0,27
4802,0,1.0,0,1.0,5,15.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,84
4803,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,56,64.0,45
4804,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,55
4805,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,15,25.0,0,56.0,83
4806,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,55,75.0,64,72.0,53
4807,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,120,10000.0,72,84.0,43
4808,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,89
4809,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,75,120.0,64,72.0,51
4810,0,1.0,1,12.0,1,5.0,1,10.0,600,1200.0,0,10.0,75,120.0,56,64.0,53
4811,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,120,120.0,72,84.0,38
4812,0,1.0,1,12.0,0,1.0,1,10.0,0,600.0,0,10.0,15,25.0,72,84.0,30
4813,0,1.0,1,12.0,15,84.0,20,84.0,10000,84.0,140,84.0,75,120.0,72,84.0,8
4814,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,15,25.0,64,72.0,66
4815,10,20.0,1,12.0,15,98.0,20,98.0,10000,98.0,140,98.0,75,120.0,56,64.0,8
4816,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,80,140.0,55,75.0,72,84.0,29
4817,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,0,10.0,75,120.0,72,84.0,69
4818,0,1.0,20,20.0,5,15.0,1,10.0,4000,10000.0,45,80.0,120,20.0,84,20.0,39
4819,0,1.0,0,1.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,15.0,0,56.0,63
4820,0,1.0,1,12.0,15,15.0,1,10.0,4000,10000.0,80,140.0,35,45.0,72,84.0,34
4821,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,81
4822,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,56,64.0,48
4823,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,25,35.0,64,72.0,28
4824,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,56,64.0,48
4825,0,1.0,20,140.0,15,140.0,0,1.0,10000,140.0,140,140.0,35,45.0,72,84.0,8
4826,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,84,140.0,66
4827,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,0,56.0,80
4828,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,64,72.0,55
4829,0,1.0,0,1.0,0,1.0,0,1.0,600,1200.0,10,20.0,75,120.0,64,72.0,65
4830,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,10,20.0,55,75.0,64,72.0,33
4831,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,75,120.0,64,72.0,71
4832,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,20.0,72,84.0,70
4833,0,1.0,1,12.0,15,20.0,1,10.0,4000,10000.0,45,80.0,75,120.0,56,64.0,26
4834,0,1.0,20,20.0,5,15.0,0,1.0,1200,2400.0,20,30.0,55,75.0,84,20.0,55
4835,0,1.0,0,1.0,0,1.0,0,1.0,1200,2400.0,30,45.0,45,55.0,64,72.0,81
4836,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,64,72.0,82
4837,0,1.0,1,12.0,5,15.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,59
4838,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,84,20.0,90
4839,0,1.0,20,10000.0,15,10000.0,1,10.0,10000,10000.0,140,10000.0,75,120.0,72,84.0,9
4840,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,120,10000.0,64,72.0,57
4841,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,47
4842,1,10.0,12,20.0,15,140.0,20,140.0,10000,140.0,140,140.0,120,140.0,64,72.0,7
4843,0,1.0,1,12.0,5,15.0,1,10.0,4000,10000.0,45,80.0,120,120.0,72,84.0,44
4844,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,55,75.0,72,84.0,62
4845,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,48
4846,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,55,75.0,72,84.0,51
4847,0,1.0,1,12.0,15,98.0,20,98.0,4000,10000.0,140,98.0,35,45.0,64,72.0,26
4848,0,1.0,1,12.0,5,15.0,1,10.0,4000,10000.0,80,140.0,120,20.0,72,84.0,30
4849,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,81
4850,0,1.0,20,20.0,15,20.0,0,1.0,4000,10000.0,140,20.0,45,55.0,64,72.0,32
4851,0,1.0,1,12.0,0,1.0,1,10.0,1200,2400.0,10,20.0,75,120.0,72,84.0,19
4852,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,78
4853,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,49
4854,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,43
4855,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,84,10000.0,54
4856,0,1.0,0,1.0,15,10000.0,0,1.0,4000,10000.0,45,80.0,45,55.0,72,84.0,49
4857,0,1.0,12,20.0,15,140.0,1,10.0,10000,140.0,140,140.0,45,55.0,72,84.0,12
4858,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,67
4859,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,35,45.0,64,72.0,81
4860,0,1.0,1,12.0,5,15.0,10,20.0,4000,10000.0,80,140.0,120,120.0,56,64.0,45
4861,0,1.0,20,84.0,15,84.0,10,20.0,10000,84.0,140,84.0,120,84.0,72,84.0,10
4862,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,83
4863,0,1.0,1,12.0,1,5.0,1,10.0,2400,4000.0,30,45.0,120,98.0,84,98.0,29
4864,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,84
4865,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,55
4866,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,49
4867,0,1.0,0,1.0,15,15.0,0,1.0,2400,4000.0,45,80.0,35,45.0,64,72.0,71
4868,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,80
4869,1,10.0,1,12.0,15,20.0,20,20.0,10000,20.0,140,20.0,75,120.0,64,72.0,9
4870,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,25,35.0,72,84.0,23
4871,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,82
4872,0,1.0,12,20.0,15,10000.0,0,1.0,10000,10000.0,140,10000.0,45,55.0,72,84.0,10
4873,0,1.0,0,1.0,1,5.0,20,140.0,2400,4000.0,45,80.0,120,140.0,64,72.0,22
4874,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,49
4875,0,1.0,0,1.0,5,15.0,1,10.0,4000,10000.0,80,140.0,45,55.0,56,64.0,65
4876,1,10.0,20,120.0,15,120.0,20,120.0,10000,120.0,140,120.0,120,120.0,84,120.0,7
4877,0,1.0,0,1.0,15,84.0,0,1.0,2400,4000.0,45,80.0,55,75.0,64,72.0,69
4878,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,69
4879,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,84,98.0,60
4880,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,45
4881,0,1.0,0,1.0,0,1.0,1,10.0,1200,2400.0,10,20.0,120,20.0,72,84.0,33
4882,0,1.0,12,20.0,15,20.0,0,1.0,4000,10000.0,45,80.0,55,75.0,72,84.0,33
4883,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,15.0,72,84.0,76
4884,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,0,56.0,80
4885,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,72,84.0,53
4886,0,1.0,1,12.0,15,20.0,1,10.0,4000,10000.0,45,80.0,120,20.0,72,84.0,44
4887,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,83
4888,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,84,10000.0,79
4889,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,25,35.0,64,72.0,46
4890,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,56,64.0,90
4891,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,78
4892,0,1.0,1,12.0,15,120.0,0,1.0,10000,120.0,140,120.0,35,45.0,64,72.0,14
4893,0,1.0,0,1.0,0,1.0,1,10.0,1200,2400.0,45,80.0,120,84.0,0,56.0,59
4894,0,1.0,1,12.0,1,5.0,1,10.0,0,600.0,0,10.0,15,25.0,72,84.0,29
4895,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,95
4896,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,55,75.0,64,72.0,82
4897,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,30,45.0,55,75.0,0,56.0,67
4898,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,61
4899,0,1.0,20,15.0,15,15.0,0,1.0,4000,10000.0,45,80.0,75,120.0,84,15.0,37
4900,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,55,75.0,64,72.0,13
4901,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,61
4902,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,94
4903,0,1.0,0,1.0,0,1.0,0,1.0,4000,10000.0,80,140.0,25,35.0,64,72.0,41
